,text,favourite_count,retweet_count,created_at
391,What kind of candle is this forming on $nvda today?  I can't tell. $qqq $nasdaq $ndx  #nvda https://t.co/c0JuqVvL1O,0,0,2023-03-17 14:55:25+00:00
392,"One and done!!! First time ever, only took one trade, held to target no partials. #NVDA short at R3 for the win! #BBTFamily #DayTrading",3,0,2023-03-17 14:39:03+00:00
393,$NVDA seeing an uptick in chatter on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/xguRW2VRHa,0,0,2023-03-17 14:29:54+00:00
394,#OptionsTrading is such an individual sport. Practicing strategy that works for your personality increases your pro  https://t.co/knaPD2RWK0,0,0,2023-03-17 14:17:25+00:00
395,"I am back in.
Hope everyone is doing fine so far since the open.

$NVDA must hold &gt; 262 and reclaim 264 to be able  https://t.co/pc5u4AnGNc",1,0,2023-03-17 14:14:54+00:00
396,"  Market action today to bring $SPX to 3980-4000, $NVDA to 269-277 by next week, and $MSFT to 281! Traders, time to  https://t.co/qDhCOMH68w",0,0,2023-03-17 14:08:00+00:00
397,Who will win? #nvda https://t.co/MmWozpGaNl,0,0,2023-03-17 13:54:01+00:00
398,Got that $NVDA 260P 3/24 weekly at $8.19 / contract. Dump eet #stocks #nvda #cnbc,0,0,2023-03-17 13:51:38+00:00
399,Morgan Stanley thanks you for your exit liquidity. #nvda #QQQ,10,1,2023-03-17 13:51:05+00:00
400,@dana_marlane Update on this #NVDA thread on the daily Happy Friday! https://t.co/yRCd1ybNTr,2,0,2023-03-17 13:50:42+00:00
401,#Nvidia $NVDA is seen as a company that is going to benefit big from artificial intelligence #AI. We bought #NVDA s  https://t.co/tVMJaQzFe7,1,0,2023-03-17 13:47:42+00:00
402,"You can be sure no fundamentalists exist in the $MSFT &amp; #NVDA investing scene lol

If you care about fair value the  https://t.co/o5wodleIMZ",1,0,2023-03-17 13:39:40+00:00
403,"#Nvidia rises after a broker upgrade.

 #MorganStanley upgraded its stance to overweight from heavyweight.    

 Th  https://t.co/cF3UI9yq7U",1,0,2023-03-17 13:36:27+00:00
404,"$NVDA #NVDA Bear case invalidated w/ the break above the March 9th high mentioned earlier this week. 

If this catc  https://t.co/m7g3guo0Yh",0,0,2023-03-17 13:30:07+00:00
405,We went short 500 shares of #NVDA at $260.30 if we get to $265 we will buying $NVDA Puts.,1,0,2023-03-17 13:27:05+00:00
406,"Just in time for market open, I released a FREE pre-market analysis of the #SPY / #SPX options market, with likely  https://t.co/bpRadipI0T",0,1,2023-03-17 13:25:36+00:00
407,"We're still sell-rated on $WDC. Despite the cheap valuation, we recommend investors remain on the sidelines as we s  https://t.co/TH2q0bNXL7",0,0,2023-03-17 13:15:34+00:00
408,"$NVDA   Subscribe now: https://t.co/bPB4JlRYZs
#NVDA #InvexGlobal #OptionsTrading #Options #NASDAQ #NYSE #trading  https://t.co/sQYSUu477u",0,0,2023-03-17 13:14:58+00:00
409,"When you buy this ETF, you buy ; #apple #microsoft #google #amazon #berkshirehathaway #nvda #exxon #tesla  https://t.co/jlGkbnT8wW",0,0,2023-03-17 13:05:09+00:00
410,It's 8:10 AM and the tech sector is buzzing with news of NVIDIA Corporation (NVDA) trading at $259.38. Teutoburg1 i  https://t.co/iHo59zjEGO,0,3,2023-03-17 12:10:43+00:00
411,"When The People Take The Power  
#NVDA #civildisobedience https://t.co/8NymvoWfKO",1,1,2023-03-17 10:27:39+00:00
412,$NVDA was the 3rd most mentioned on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/0ID2QFwLrh,1,0,2023-03-17 10:09:11+00:00
413,"#NVDA what a crazy run. 

The company has a Mcap of $630bn, trades on a P/E of close to 150 (!!!) and forward p/e o  https://t.co/nzshAX3ORg",1,0,2023-03-17 09:41:48+00:00
414,$NVDA seeing sustained chatter on 4chan over the last few daysVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/8RaVUKY1P0,0,0,2023-03-17 09:39:10+00:00
415,$NVDA one of the most mentioned on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/iuR8MxwoIo,0,0,2023-03-17 08:08:48+00:00
416,$NVDA working its way into the top 10 most mentioned on wallstreetbets over the last 7 daysVia  https://t.co/ybOC4YFp9e,0,0,2023-03-17 07:38:50+00:00
417,$NVDA was the 9th most mentioned on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/xVofKEEapA,0,0,2023-03-17 07:08:43+00:00
418,"NVIDIA stock is turning out to be the best bet after ChatGPT went viral.

#NVDA is now above $250. The next resista  https://t.co/AemsHCpGDe",0,0,2023-03-17 05:48:15+00:00
419,$NVDA seeing sustained chatter on wallstreetbets over the last few daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/ErIjmRDxC9,0,0,2023-03-17 05:09:30+00:00
420,"#NVDA $250 todays target hit and on its way to my swing target $260!

#GOOGL $100 target hit and on its way to $110  https://t.co/Oi4zxU0zGi",32,5,2023-03-17 05:07:14+00:00
421,#nvda $250 todays target hit and on its way to my swing target $260! #google $100 target hit and on its way to $110  https://t.co/sUvD45IewR,4,0,2023-03-17 04:59:11+00:00
422,#nvda $250 todays target hit and on its way to my swing target $260! #google $100 target hit and on its way to $110  https://t.co/yQmhjckAFQ,5,0,2023-03-17 04:49:41+00:00
423,"Thank you God   Your light shines before us! $35k day  
#meta #nvda #nflx #mstr #spx https://t.co/pg2GFEtP1j",86,2,2023-03-17 04:41:55+00:00
424,$NVDA was the 10th most mentioned on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/B2kLCk5wYK,0,0,2023-03-17 03:28:28+00:00
425,$NVDA one of the most mentioned on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/UJc5biOFqK,0,0,2023-03-17 02:28:23+00:00
426,NVIDIA perfect setup - #NVDA chart on @TradingView https://t.co/bDYXXKo00s,0,0,2023-03-17 02:17:01+00:00
427,$NVDA ($255.41) has 1st support at $222.97 and the 1st resistance at $244.54. It is estimated that #NVDA will be tr  https://t.co/5LaBUqcmaU,0,0,2023-03-17 01:55:54+00:00
428,"$NVDA #NVDA Absolute blast off the volume shelf today w/ a huge impulse candle to almost fill the gap.

$258.20 is  https://t.co/ySYQqhN75r",98,11,2023-03-17 01:42:00+00:00
429,"Wow, is Nvidia really going up to the 1.5 standard deviation on its regression channel? One of the biggest bull tra  https://t.co/k4ukhhOM8e",7,0,2023-03-17 01:35:00+00:00
430,"Semiconductors industry   today. Top 5 gainers from the industry that have trended in the past 24 hours: 

$AMD 7.7  https://t.co/DTFRiD66BH",0,0,2023-03-17 01:20:41+00:00
431,$NVDA seeing sustained chatter on 4chan over the last few daysVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/TVTW1mk6hY,0,0,2023-03-17 01:08:02+00:00
432,"$AMD waited for a break and retest of the high from Feb 2. #NVDA #SOXL #Stocks

@RoyalTradingA 

#MarketStructure  https://t.co/XCOB7sWDfY",6,2,2023-03-17 00:59:36+00:00
433,"So, what is the point of this thread? Clearly I did not decide shorting #nvda solely based on cramer saying it is t  https://t.co/HIBmKsABcB",0,0,2023-03-17 00:08:45+00:00
434,$NVDA seeing an uptick in chatter on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/48eMwqXPyd,0,0,2023-03-16 23:37:57+00:00
435,(1) Daily Play Call: Gareth reveals his charts for #nvda #bitcoin and #gold   What next?! - YouTube https://t.co/61tjoKNvg6,0,0,2023-03-16 23:37:54+00:00
436,"Here is the list of trades from today 3/16/23.
Not much gains but consistencies count
Discipline is the key
Patienc  https://t.co/xQMNSrIuBO",4,0,2023-03-16 23:28:47+00:00
437,$NVDA one of the most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/p0ABDlvpWW,0,0,2023-03-16 22:28:12+00:00
438,"TW0E Long term portfolio 

$META &amp; $NVDA  

Look at the % gain 

$CRWD  is short term swing. Bull put credit  https://t.co/z8dssc5q9C",7,0,2023-03-16 22:16:09+00:00
439,Yep.  Today solidifies 25bps next week and opens the door back up to 50bps.  Pivotstanis are going to have to wait  https://t.co/cCd3OySoP5,0,0,2023-03-16 22:13:53+00:00
440,"My #bullish trade idea #NVDA $NVDA from earlier today 

https://t.co/hJpM6QStcH",19,1,2023-03-16 22:09:03+00:00
441,#AAPL will drop on consumer weakness. #NVDA benefits from secular drivers but likely overbought here #MSFT has good  https://t.co/Cx6SR8vwH1,1,0,2023-03-16 21:55:36+00:00
442,"$NVDA #NVDA Nvidia Raised to Overweight at Morgan Stanley on AI  Megatrend  (Bloomberg)

- PT to $304 from $255 https://t.co/cqjWeJMHbd",85,21,2023-03-16 21:35:22+00:00
443,"If the market can price #nvda at 145 times earnings
Then what's stopping them price #TSLA higher
NVDA 145x vs tsla  https://t.co/wbAlBeoU4n",1,0,2023-03-16 21:35:15+00:00
444,"$NVDA who made Nvidia mad? Wow, still blasting off after hours. #NVDA #semiconductor",0,0,2023-03-16 21:32:07+00:00
445,@stocktalkweekly Bullish for the Tech. #NVDA,0,0,2023-03-16 21:22:40+00:00
446,Momentum vs Business Valuation - #NVDA chart on @TradingView https://t.co/emyacw65xS,0,0,2023-03-16 20:52:37+00:00
447,"$AMD nice recent AI pick here a week ago, 18% gain so far  

Pro trader performance made dead easy with AI   https://t.co/Swmx6JgEHr",1,0,2023-03-16 20:43:32+00:00
448,Daily Play Call: Gareth reveals his charts for #nvda #bitcoin and #gold ... https://t.co/rnAAFSLmrL via @YouTube,0,1,2023-03-16 20:26:03+00:00
449,"$NVDA NVIDIA stock, solid breakout, from Stocks To Watch , see https://t.co/TfMNd8zDNZ #NVDA https://t.co/rmVyrreoYc",1,0,2023-03-16 20:16:02+00:00
450,"#NVDA coming into a BIG resistance zone here at 255/59...

Key support now at the March low-day close at 229

Topsi  https://t.co/YlnzMWU00Z",23,1,2023-03-16 20:05:58+00:00
451,"Stock Predictions Based on Deep Learning: Returns up to 9.22% in 7 Days
https://t.co/1qgs2VOF24

#amd #nvda #lscc  https://t.co/uusFukItT4",0,0,2023-03-16 20:01:19+00:00
452,"Stock Predictions Based on Deep Learning: Returns up to 9.22% in 7 Days
https://t.co/hTSiEZTzxy

#amd #nvda #lscc  https://t.co/NGjD1Iop2p",3,2,2023-03-16 20:01:19+00:00
453,"Stock Predictions Based on Deep Learning: Returns up to 9.22% in 7 Days
https://t.co/f8QTQcfpzg

#amd #nvda #lscc  https://t.co/SgYalkDmU3",1,1,2023-03-16 20:01:19+00:00
454,"Stock Predictions Based on Deep Learning: Returns up to 9.22% in 7 Days
https://t.co/Ehay7ftF2e

#amd #nvda #lscc  https://t.co/nTjtHXBBSe",3,4,2023-03-16 20:00:23+00:00
455,"Stock Predictions Based on Deep Learning: Returns up to 9.22% in 7 Days
https://t.co/eAxyQjVzj5

#amd #nvda #lscc  https://t.co/MoopSnfiVs",0,0,2023-03-16 20:00:23+00:00
456,"Daily Winners and Losers 03-16-2023  
#Daytrading
#stocks
#ADBE
#AMD
#ANET
#AVB
#BXP
#CMA
#DG
#DISH
#ESS
#FRC
#INTC  https://t.co/C3eXOYfmHV",0,0,2023-03-16 20:00:12+00:00
457,"#NVDA nice too 

The MTF rsihisto is a beauty with the stocks in the afternoon https://t.co/8Apw9wa3r2",2,0,2023-03-16 19:53:41+00:00
458,$NVDA was the 13th most mentioned on 4chan over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda    #4chan  https://t.co/ZS0Q9rExdg,1,0,2023-03-16 19:37:22+00:00
459,$NVDA at $270 and I am going all in short with 50% of my portfolio and walking away after it pulls back to $200 and  https://t.co/QuwH8DhYK3,10,0,2023-03-16 19:32:46+00:00
460,"Real values of chip stocks right now.

(Intrinsic value data were created by averaging the valuations calculated us  https://t.co/rax2PuuzUt",1,0,2023-03-16 19:20:56+00:00
461,"Smoked the big #SPY move this morning   Biggest trading day yet for me   FOLLOW FOR THE JOURNEY 

#SPX #TSLA  https://t.co/2nBbj817c6",0,0,2023-03-16 19:04:44+00:00
462,"We need more #banks which #collapse .... then #stocks (#bigtech) will reach new all time highs....
#apple  https://t.co/9bzcqRSC05",0,0,2023-03-16 19:02:44+00:00
463,@itscharliemar never mess with the strong stocks. take the weak suckers. also thinking about taking a loss on my #nvda shorts,0,0,2023-03-16 18:55:38+00:00
464,$NVDA was the 4th most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/IULZhNbTXq,0,0,2023-03-16 18:49:05+00:00
465,I dont see any other spots on NVDA chart where the RSI lowered on the daily for days and stock price went up drasti  https://t.co/cuBl8f5pxY,0,0,2023-03-16 18:46:39+00:00
466,$NVDA - How this NVDA Bull Put Spread Could Make 52% in 6 Days  #NVDA https://t.co/XaUFL0t90q https://t.co/E9QLJxXWoh,0,0,2023-03-16 18:46:05+00:00
467,"Shook off yesterday's chop fest and over trading with this #NVDA entry as it held 240 level. 

Daily was primed for  https://t.co/YTmJxQzVNY",5,0,2023-03-16 18:24:35+00:00
468,"#TradeSold
Announced it on today's morning call. Over $36k profit on NVDA. Double hit.

Don't wanna ever miss these  https://t.co/p3vX1Zbjuk",33,3,2023-03-16 18:21:01+00:00
469,"#NVDA beautiful charts. Dily Monthly llok to put in a up trend, I been waiting I do not have any exposure, and all  https://t.co/DWZHoeRZKh",0,0,2023-03-16 18:09:10+00:00
470,@Reformed_Trader #nvda is breaking out of the channel to the upside,3,0,2023-03-16 17:45:19+00:00
471,#nvda - that mf is killing me,0,0,2023-03-16 17:43:19+00:00
472,$NVDA seeing an uptick in chatter on wallstreetbets over the last 24 hoursVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/BK2OAAbxrr,0,0,2023-03-16 17:37:17+00:00
473,"100% of trades went into profit today, hope you guys took some of these trades #msft #spy #tsla #amd #nvda #coin  https://t.co/8WO4Jf2lvU",1,0,2023-03-16 17:16:00+00:00
474,"#NVDA $NVDA daily + 15m

Price is in a BPR. Seems to have stalled out now intraday vs indices. 

will take it short  https://t.co/uTYxp16b5N",9,0,2023-03-16 17:14:44+00:00
475,Has to be 1 of the only times in history. 10 year yield up 3% and QQQ up over 2%. YIKES did the fed break everythin  https://t.co/JLXViUgIL3,0,0,2023-03-16 16:52:01+00:00
476,The best and second best AI plays of the century. #nvda #msft https://t.co/sG7sUww6X4,0,0,2023-03-16 16:51:06+00:00
477,And yes I called this right here and said 10 year yield would be green today. And instead of make money off this. I  https://t.co/6vzRma9824,0,0,2023-03-16 16:50:06+00:00
478,Everytime I refresh #nvda is 10billion USD more. At this rate by end of week nvda will be the most important company in the world.,0,0,2023-03-16 16:50:00+00:00
479,https://t.co/XKLHQWTtnp Update on #NVDA $NVDA broke the resistance! candle has finish above the resistance! https://t.co/E3HCdyekmg,1,0,2023-03-16 16:18:40+00:00
480,"#NVDA, a tech stock in the semiconductors industry, has made new highs above 3/9 peak, opening at $250.99, a 4.36%  https://t.co/yRdZ1X0x1j",0,0,2023-03-16 16:13:12+00:00
481,Before you guys think I am a genius for calling this I also thought it for sure would tank tech specifically NVDA.  https://t.co/0kjZCBCmfU,1,0,2023-03-16 16:09:27+00:00
482,"$NVDA   Subscribe now: https://t.co/bPB4JlRYZs
#NVDA #InvexGlobal #OptionsTrading #Options #NASDAQ #NYSE #trading  https://t.co/KLsY4Bb5ns",0,0,2023-03-16 15:58:17+00:00
483,$NVDA - Why Selling This Iron Condor in NVDA Makes Sense for a $5.68 Credit  #NVDA https://t.co/vwHUfIVNmR https://t.co/t7a12IhDlN,0,0,2023-03-16 15:55:02+00:00
484,Apparently your local FURU was right when he said NVDA was going to 250. We got 2 of biggest bank failures in histo  https://t.co/wbeYM1tGPz,1,0,2023-03-16 15:46:05+00:00
485,We shorted another 1000 shares of #NVDA at $249.62 This is a swing trade. We will hold overnight. (*not a day trade),0,0,2023-03-16 15:43:50+00:00
486,"$NVDA #NVDA Bear case invalidated w/ the break above the March 9th high mentioned earlier this week. 

If this catc  https://t.co/GGIynw0yod",67,7,2023-03-16 15:43:33+00:00
487,Check out my #NVDA analysis on @TradingView: https://t.co/PrwSY3uVPO,0,0,2023-03-16 15:35:54+00:00
488,Check out my #NVDA analysis on @TradingView: https://t.co/30RYjdSXPr,0,0,2023-03-16 15:35:36+00:00
489,"$NVDA #NVDA 

this is a nice development here... above that VPOC take out https://t.co/u7Lk27vAxJ",12,1,2023-03-16 15:11:33+00:00
490,I dont really understand bulls posting charts or anything when literally buy every single dip has been working for  https://t.co/cS9PrwSx7z,1,0,2023-03-16 15:08:25+00:00
491,"UNUSUAL PAPER #OptionsFlow
$NVDA
$227.50 CALL
EXPIRES = 03/17/2023
SIZE = 200
OI = 2,619
COST = $278,000
STOCK PRIC  https://t.co/puG58pFraa",0,0,2023-03-16 15:01:02+00:00
492,CALLED IT. yet i thought this would make tech sell off. LOL nothing will make tech sell off. #NVDA #TSLA #AMD #qqq  https://t.co/CwCVgsdLDF,0,0,2023-03-16 14:56:11+00:00
493,"Bull market back on baby. Let me update this now. Where we are going we don't need earnings, profits, employees, gr  https://t.co/CuWaihducy",1,0,2023-03-16 14:55:00+00:00
494,"We re touching ourselves tonight. 

#NVDA $NVDA ##NVIDIA https://t.co/oeB89LPWu3",0,0,2023-03-16 14:27:08+00:00
495,$NVDA Nvidia to outline generative AI opportunities at conference - Wedbush https://t.co/PyIZtdGui9 #NVDA,0,1,2023-03-16 14:07:33+00:00
496,"#NVDA:

NVDA now 243. My team knew not to short strength chips are showing.
Macro matters. Do not try short strength.",0,0,2023-03-16 14:04:25+00:00
497,"Bathroom update. 

Sold our Adobe lottos for a small profit. 
Still holding NVDA. 

#NVDA #Tech #Calls #Options https://t.co/fJcbeTmY3N",0,0,2023-03-16 14:02:15+00:00
498,"#options
#OptionsTrading
https://t.co/wyfH3UuLP0
In early morning options action, equity names among the top 10 mos  https://t.co/yFCqkFd5ob",1,1,2023-03-16 13:39:34+00:00
499,$NVDA Nvidia to outline generative AI opportunities at conference - Wedbush https://t.co/IsCzeAlEca #NVDA,0,0,2023-03-16 13:38:03+00:00
500,"Stocks Picks of the Day 
#NVDA -long 
#LPSN -short 
#BIDU -short 
#ADBE -long 
Watching #FRC #viral #tiktok #fyu  https://t.co/gWfcD4yNSf",1,0,2023-03-16 13:00:38+00:00
501,"Bank failure a day keeps the Powell rate hikes away.
 
#powell #sivb #frc #cs #stockmarketcrash #trading  https://t.co/8PoXHXUCMK",2,0,2023-03-16 12:45:00+00:00
502,"@VolumeLeaders #NVDA is an ESG favorite.

Paging the @snb_bns, was this you?",0,0,2023-03-16 12:02:07+00:00
503,$NVDA one of the most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/fRE7y3cBQW,0,0,2023-03-16 10:25:53+00:00
504,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/OuzczvoNas,0,0,2023-03-16 02:00:38+00:00
505,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/yWuyp7klm5,2,2,2023-03-16 02:00:38+00:00
506,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/pUYD82qvTL,3,3,2023-03-16 02:00:38+00:00
507,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/muu03bTD2v,1,1,2023-03-16 02:00:19+00:00
508,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/R5lgtC9gku,3,3,2023-03-16 02:00:19+00:00
509,"#BlindTwitter, apparently those of us using #Screenreaders should not upgrade to #Windows11. Not compatible with  https://t.co/MjBn4wlkEQ",0,0,2023-03-16 01:50:20+00:00
510,"Cramer tonight ""The risk at last is too the upside"" 

Ok its on bears full on limit down tomorrow or maybe friday.  https://t.co/67n0KhIOKD",2,0,2023-03-16 01:02:33+00:00
511,How come everyone keeps saying the chip glut is past the semi conductors? Jim cramer just said it tonight again. Lo  https://t.co/RVx7SsYbN9,1,0,2023-03-16 00:55:39+00:00
512,@JoJoWildBlonde They won t apologise. #NVDA is the only kind of action that will make them listen.,1,1,2023-03-16 00:21:40+00:00
513,"UNUSUAL PAPER #OptionsFlow
$NVDA
$230.00 PUT
EXPIRES = 09/15/2023
SIZE = 619
OI = 866
COST = $1,785,877
STOCK PRICE  https://t.co/WnEU0Zm5FT",0,0,2023-03-16 00:01:01+00:00
514,"I wish Chat GPT would have written this, atleast it would have had a shot to be honest. What a joke. A flight to sa  https://t.co/Bl1nBn7xxr",0,0,2023-03-15 23:22:16+00:00
515,"March 15, 2023 Closed Options Trades. #OptionsTrading #SPX #NVDA #AAPL https://t.co/0i56GwsUcv",0,0,2023-03-15 23:16:27+00:00
516,"#meta flying afterhours!!!!
#nvda was perfect! $242.50 target from last week with puts after to $235 then back to $  https://t.co/JDSfgtrbqc",13,1,2023-03-15 22:41:20+00:00
517,"Jim Cramer says buy Nvda today at 242.45

I am buying puts tomorrow

$NVDA 
#SPX #QQQ #NVDA",2,0,2023-03-15 22:23:09+00:00
518,"Could some kind person fill me in on the #NVDA presentation happening this afternoon? I have to attend another one,  https://t.co/amyK9S8kOd",0,0,2023-03-15 22:12:13+00:00
519,"$NVDA #NVDA Bear vs. bull case. 

Bear: S/R flip of the ascending wedge

Bull: Price moving up off the volume shelf  https://t.co/GUUuRRmzcI",142,21,2023-03-15 21:18:37+00:00
